Sample.number,AceticAcid,Creatinine,Succinate,Acetaminophen,CitraconicAcid,L-Glycine,BenzoicAcid,L-Phenylalanine,L-Methionine,GlycolicAcid,L-GlutamicAcid,2-AminoAdipicAcid,3-PhosphoglycericAcid,L-Proline,KynurenicAcid,L-Arginine,D-Sorbitol,L-Ornithine,MandelicAcid,GlutaricAcid,Xylitol,Phenethylamine,L-Glutamine,3-PhenylPropionicAcid,Malonate,Propionate,L-Tyrosine,Threitol,L-Serine,L-Citrulline,trans-4-Hydroxy-L-Proline,L-Alanine,D-Mannose,Azelaic Acid,3-Hydroxybutyrate,2-MethylglutaricAcid,L-Tryptophane,L-Lysine,Spermidine,Butyrate,GABA,L-Arabitol,Galactitol,Dihydroxyacetone-phosphate,Dimethylamine,L-Anserine,Cytosine,Retinal,5-AminoValericAcid,PropyleneGlycol,Acetoacetate,2-Propanol,PhenylglyoxylicAcid,N-AcetylneuraminicAcid,L-Isoleucine,UrocanicAcid,4-HydroxyphenylAceticAcid,LinoleicAcid,N-Acetyl-L-AsparticAcid,MethylmalonicAcid,L-Valine,OleicAcid,HomovanillicAcid,IsovalericAcid,alpha-HydroxyisobutyricAcid,Acetone,O-Acetyl-L-Carnitine,PhosphoglycolicAcid,Dihydrothymine,D-Galactosamine,ThreonicAcid,IsocitricAcid,Ethanolamine,Putrescine,Lactose,Glycerol,Taurine,AscorbicAcid,PyroglutamicAcid,Indoxylsulfate,"1,3-Diaminopropane",L-Carnosine,Levoglucosan,Myo-Inositol,1-Methylhydantoin,NADP,Trimethylamine,4-EthylPhenol,TMAO,CholineChloride,Lactate,D-GluconicAcid,Creatine,Citrate,D-Fructose,Hypotaurine,D-Fucose,3-Methylxanthine,L-Cysteine,PimelicAcid,L-Aspartate,QuinolinicAcid,L-Arabinose,L-Histidine,D-Glucosamine,L-Threonine,Valerate,Beta-Alanine,gamma-LinolenicAcid,GlutaconicAcid,HippuricAcid,trans-FerulicAcid,3-MethyladipicAcid,Trigonelline,L-Glutathione-oxidized,VanillicAcid,Sarcosine,Glycerophosphocholine,SyringicAcid,Canthaxanthin,Coenzyme-Q10,D-GalacturonicAcid,L-Rhamnose,DehydroAscorbicAcid,D-GlucuronicAcid,GlycericAcid,SaccaricAcid,Glycogen,MalicAcid,L-Glutathione-reduced,2-Deoxycytidine,AdipicAcid,2-Deoxyguanosine,L-Leucine,Methanol,Methylguanidine,1-Methyl-L-Histidine,Dimethylsulfone,3-Methyl-L-Histidine,GuanidinoaceticAcid,L-Cystine,LevulinicAcid,GTP,2-Oxoglutarate,Betaine,Formate,2-PhosphoglycericAcid,D-Maltose,UDPG,StearicAcid,dAMP,Phosphocholine,N-Acetylglycine,Biliverdin,D-Xylose,D-Glucose-6-Phosphate,DocosahexaenoicAcid,NicotinuricAcid,S-Acetamidomethylcysteine,L-Asparagine,D-Glucose,Trans-AcotinicAcid,beta-HydroxyisovalericAcid,Uracil,D-Ribose,UMP,Methylamine,Dimethylglycine,L-Carnitine,EthylmalonicAcid,UTP,2-HydroxyphenylAceticAcid,4-AminoHippuricAcid,PantothenicAcid,beta-Carotene,7-Methylxanthine,TartaricAcid,2-PicolinicAcid,NAD,D-Galactose,3-HydroxyphenylAceticAcid,UDP,"D-Ribulose-1,5-bisphosphate",Chlorophyll-a,Phosphoenolpyruvate,Pyrocatechol,Uridine,Pyruvic-Acid,Cadaverine,SebacicAcid,GMP,2-Oxobutyrate
Sample_5064,0.01728041,0.01671894,0.00199252,0,0.00409735,0,0.00390234,0.00088826,0,0,0.00258802,0.00226318,0.00130107,0.00225318,0,0,0.00185353,0.00186584,0,0,0.00150134,0.00109404,0,0.00073918,0,0,0,0.00215482,0,0.00109894,0,0,0,0,0.00105785,0,0,0.00163842,0.00070063,0,0,0.00122156,0.00061331,0.00038938,0.00078857,0,0,0.00029459,0,0.00041303,0.0002661,0.00123307,0,0.00040491,0.00043149,0.00044328,0.00053416,0,0,0.00042586,0,0,0,0,0.00013855,0,0,0.01129208,0.00164782,0,0.00111432,0.00098416,0,0.00088853,0.00129591,0.00120127,0,0,0.0016144,0.00118464,0.00115247,0,0,0.00112962,0,0,0,0,0.0015516,0,0.03473016,0.00066957,0.00326348,0.0004547,0,0,0,0,0.00196811,0,0.00147328,0,0.00161117,0,0,0.00208176,0.00048776,0.00042817,0,0,0,0,0,0.00051558,0,0,0,0,0,0,7.16E-05,0,0,0,0,0,0.00179886,0,0,0,0,0,0,0.00032495,0,0.00023056,0,0,0,0,0.00106584,0.0002804,0,0.00070255,0.0004212,0.01086085,0,0,0.00041828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058628,0,0
Sample_5065,0.00200805,0.01855217,0,0.00054461,0,0.00478525,0.00289701,0,0,0.00148472,0.00195516,0.00160437,0.00192867,0.00241871,0.00079774,0.00136054,0,0.00152349,0,0,0.00122747,0.00124635,0.00129932,0.00058653,0,0,0.00033382,0.00140902,0.00245588,0.0014066,0.00092239,0.00081415,0,0,0.00042124,0,0.00095354,0,0,0,0,0.0012444,0,0.00044092,0.00136921,0.00040137,0,0,0,0,0,0.00019148,0,0.00034063,0,0,0.00056613,0.00032438,0.00037358,0,0,0.00025349,0,0,0.00026038,0,0.00010461,0,0,0,0.00115238,0.00233804,0,0,0.00097443,0,0.00282025,0,0.0017013,0,0.00098203,0.00108126,0.00078494,0.00060799,0,0,0,0.00054591,0.00080283,0.00036215,0,0,0.00268998,0.00198528,0,0,0.00074514,0,0,0,0.00258008,0,0.00212836,0,0.00095939,0.0018941,0,0.00140725,0,0.0009662,0.00328079,0.00027258,0,0.00071192,0.00056938,0,0,0,0,5.13E-05,0,0,0.0010446,0,0.00138414,0,0.0016204,0.00137284,0.00128635,0.00083337,0.00104989,0.00056924,0,0.00029015,0.00037013,0,0,0.00016696,0.00034712,0.00097416,0.00101425,0.00038771,0.00079191,0,0,0,0,0,0,0,0,0,0,0,0,0.00102911,0,0,0.00056259,0,0,0,0,0.00156083,0,0.00080854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089299,0,0,0,0,0,0.00065859,0
Sample_5066,0,0.01761348,0,0.00044291,0,0.00277026,0,0.00108223,0,0.00111245,0.00053101,0.00149149,0.00204269,0.00222926,0,0.00259378,0,0,0,0,0.00168307,0.00046499,0.00151023,0.00060364,0,0,0,0,0.00225388,0.00125454,0,0.00057675,0,0,0,0,0.00079881,0,0.00081813,0,0,0,0.00073085,0.00042986,0.00062744,0.00077668,0,0,0,0,0.00016329,0.00085719,0,0.00038781,0.00024187,0,0.00073142,0.0002429,0.00034397,0,0,0.00032112,0,0,0.00025376,0,0.00028975,0,0.00208037,0,0.00164162,0.00192684,0,0,0.00187522,0,0.00249154,0.00041278,0.00156984,0,0.000809,0,0.0006746,0,0,0,0,0.00051319,0.00075731,0.00023264,0,0,0.00213522,0.00145745,0,0.00144408,0.00082506,0,0,0,0.00184736,0,0.00188023,0,0.00086321,0,0,0.00110763,0,0.00132526,0.00269551,0,0,0,0,0,0,0.00082152,0,6.41E-05,4.00E-05,0,0.00156664,0,0,0,0.00086257,0.00134628,0.00164961,0,0.00073253,0.00073737,0,0.00023287,0,0.00023205,0.00034915,0,0.00041991,0,0.00072295,0,0.00085676,0.0006481,0,0,0,0.0007503,0,0.00050781,0,0,0,0.00047149,0,0,0,0,0.00038581,0,0,0,0,0.00137684,0.00128245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124664,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5067,0.00329037,0.02343596,0.00043319,0,0,0.00381576,0,0,0,0.0016536,0.00184995,0.00109046,0.00203716,0.0020901,0,0.00166444,0,0,0,0,0.00130891,0.00086947,0,0.0004044,0,0,0,0.00223766,0.00424452,0.00184881,0.00148057,0.00078174,0,0,0,0.00047049,0,0.00081866,0.00091976,0,0,0.00160856,0.00057367,0.00035681,0.000551,0,0,0.00019836,0.00057396,0.00053673,0,0.0006642,0,0.00041667,0,0,0.00032999,0.0002915,0.00040709,0.00042561,0,0,0,0,0.00020987,0.00014072,0.00023637,0.00741564,0.00163514,0.00218691,0.00181312,0.00289286,0.00050482,0,0.00216406,0.0007966,0.00092015,0.00064309,0.00125983,0,0.00081641,0.0016279,0,0.00056527,0,0,0,0,0.00051187,0.00015117,0,0,0.00094996,0.00210251,0,0.00146996,0,0.00077643,0,0,0.00135439,0,0,0,0,0,0,0.00122909,0,0,0.00045459,0,0,0,0,0,0,0,0,7.62E-05,5.30E-05,0,0,0.00196662,0,0,0,0,0.00248159,0,0.00079302,0,0,0,0,0,0,0.00014485,0,0,0.00076701,0,0.00073458,0.0004879,0,0.00114184,0,0,0,0,0.00065068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5068,0.00249312,0.0220365,0,0,0.00104214,0.00290098,0.0013332,0.00120676,0.00056385,0.0010224,0.00233179,0.00176844,0.00254883,0.00207148,0,0.0009483,0.00092433,0.00156888,0,0,0.00137273,0.00097785,0,0.000653,0,0,0,0.00146772,0.00192507,0.0008155,0,0.00032168,0,0.00051929,0,0.00047482,0,0.00083657,0,0,0.00068217,0.00125423,0.00052874,0.00037379,0.00052402,0.00063722,0,0.00022554,0.00089752,0.00031164,0.00032016,0.00039494,0,0.00038899,0.00025169,0,0.00033435,0.00042318,0.00031087,0,0,0.00027926,0,0,0.00027315,0,0.00022944,0.00563288,0.00097187,0.00254432,0.00177414,0.00266734,0.00134791,0,0.00119109,0.00072596,0.00141556,0,0.0014526,0.00087967,0.00126762,0,0.00090667,0,0,0,0,0,0.00089297,0.00010211,0,0,0.00081447,0.00180515,0,0.00117007,0.00067074,0,0,0,0,0,0,0,0,0.0005897,0,0.00128757,0,0,0.00051775,0,0,0,0,0,0,0,0,7.95E-05,5.01E-05,0,0,0,0,0,0,0,0.0012126,0.00068818,0.00063955,0,0,0,0,0.00024437,0,0.00011478,0,0,0.00060909,0.0003351,0.00069507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004966,0,0,0,0,0,0,0,0,0,0.0007999,0,0.0005455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5069,0,0.02072616,0,0,0,0.00140773,0.00048375,0.00089098,0,0,0.00228071,0.00214476,0.0023143,0.00198909,0,0.0035776,0,0,0,0,0.00119584,0.00097333,0.00102141,0.00069735,0,0,0.00058539,0,0.00180022,0.00167347,0,0.0009338,0,0,0,0,0,0.00093205,0.0009108,0,0,0,0,0.00034977,0.00082112,0.00056758,0,0.00027585,0,0.0003118,0.00024175,0,0,0,0.00029366,0,0.00056401,0.00024075,0.00050276,0,0,0.00055533,0,0,0.00020245,0,9.69E-05,0,0,0,0.00182022,0.00103102,0,0,0.00202682,0,0.00171231,0,0.00103071,0.0012784,0.00090232,0,0,0,0.00032075,0,0,0,0.00235147,0.00077992,0,0.00101541,0.00461143,0,0.00154171,0,0.00081841,0,0,0,0.00193716,0,0.0014161,0,0.00093019,0.00049291,0,0.00147849,0,0,0.00153179,0,0,0,0.00053625,0,0,0,0,5.84E-05,4.92E-05,0.00293836,0.00139929,0.00255987,0,0,0,0.001195,0,0.00080431,0.00055134,0.00060423,0,0.00025175,0,0,0,0,0,0,0.00084592,0.00029963,0.00057309,0.00073233,0,0,0,0.00052686,0,0,0,8.99E-05,0,0.00026494,0,0.00123223,0,0,0,0,0.00120336,0,0,0.00062418,0,0.00064107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040148,0
Sample_5070,0.00956823,0.02380062,0,0,0.00125222,0.00678415,0.00158162,0.00073154,0,0,0.00324256,0.00218398,0.00121587,0.00190684,0,0.00210858,0,0,0.00024329,0,0.00126862,0.00122672,0,0.0006768,0,0,0,0.00137249,0,0.00170777,0,0.0009276,0,0,0,0.00036539,0,0.00098251,0.00070311,0,0,0,0.0008274,0.00039218,0.00063998,0.00052537,0,0.00016501,0,0.00038159,0.00032666,0.00045774,0,0,0.00026003,0.00056357,0,0.00028165,0.0004669,0,0,0.00026866,0,0,0.00014733,0,0.00015896,0.00486189,0,0,0.00158926,0.00166176,0.00079235,0,0.00079803,0,0.00107898,0,0.00092495,0.00118222,0.00095918,0,0.00046659,0,0,0,0.00051148,0,0.00033881,0.00015986,0,0,0.00138496,0.00161702,0.00094699,0.00106482,0.00050801,0,0,0,0.00192877,0,0,0,0,0,0,0.00098878,0,0,0.00221156,0,0,0,0.00040356,0,0,0,0,0,4.25E-05,0.0026389,0.00094368,0,0,0,0,0.00080843,0.00160079,0.00057061,0.00089252,0.00053366,0,0,0,0.00025421,0,0.00015892,0,0.00098707,0,0.0006153,0,0,0,0,0,0,0,0,0,0.00045008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5071,0,0.02256231,0,0,0,0,0.00601589,0.00089676,0,0,0.00253444,0.00188517,0.00280837,0.00184136,0,0.00181803,0,0,0.00034395,0,0.00169024,0.00100126,0.00123038,0.00076549,0,0,0.00035556,0.00117098,0,0,0,0,0,0,0.0005927,0.00043915,0.00077774,0,0.00081634,0,0.00069697,0.00156984,0,0.00042629,0.00087836,0,0,0.000184,0.00047131,0.00070855,0.00035845,0.00101163,0,0,0.00035087,0.00057671,0.00059013,0.00026554,0,0,0,0.00037675,0.00022,0,0.00020043,0.0002183,0,0.00671866,0.0024907,0.00223977,0.00184435,0.00114893,0,0,0.00157416,0.00172277,0,0.00103238,0.00120771,0.00153079,0.00074934,0.00132891,0,0,0,0,0,0.00069791,0.00134507,0.00015347,0,0,0.00135008,0,0,0.00085434,0.00084259,0,0,0,0,0,0,0,0.00111212,0,0,0,0,0,0.00070854,0,0,0,0,0,0,0,0,9.12E-05,0,0,0,0,0,0,0,0.00130636,0,0,0,0.00068497,0,0,0.00201164,0.0003789,0,0.00023093,0,0,0.00095496,0,0,0,0,0,0,0,0,0.00060999,0,0,0,0.0003254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5072,0.00649047,0.01332848,0,0,0,0.00293294,0.00074144,0.00105438,0,0,0.0029308,0.00225922,0.00223548,0.00162339,0,0.00261976,0,0.00109402,0,0,0.00152003,0.00107728,0.00140863,0.00058552,0.00090693,0,0,0.00110944,0.00261217,0.00136885,0,0.00130339,0,0,0,0,0.00064526,0,0.00057566,0,0,0,0,0.00047179,0.00052421,0.00077298,0,0.00023781,0,0,0.00027996,0.00023795,0,0,0.00026052,0,0.0004621,0.00034407,0.00033748,0.0002561,0,0.00029698,0,0,0.00015667,0,0.00013892,0,0.00067413,0,0.0010969,0,0,0,0.00170363,0,0.00107495,0,0,0.00113116,0.00061569,0,0,0,0,0,0,0,0.00117019,0,0,0,0.00524815,0,0,0,0.00045122,0,0,0,0,0,0.00231345,0.00099778,0,0,0,0.00052153,0,0,0.0026122,0,0,0,0.0003875,0,0,0,0,4.35E-05,4.65E-05,0.00380017,0.00136515,0,0,0.00110153,0,0.00093594,0,0,0,0.00064912,0,0.00023506,0.00041182,0,0,0.00016484,0,0,0,0.00061713,0,0,0,0.00093017,0,0,0,0,0,0,0,0,0,0,0,0,0.00065527,0,0,0,0,0.00077438,0,0.00077583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5073,0,0.02184143,0,0,0,0.00629356,0,0.00094271,0,0,0.00187434,0.00153045,0.00168497,0.00200448,0,0.00297245,0.00168024,0.00072165,0,0,0.00097116,0.00107698,0.00146383,0.00061184,0,0,0.00037513,0.001653,0.00489823,0.00223737,0,0.0014593,0,0,0,0,0.00050966,0.00201277,0,0,0,0.00087277,0,0.00028806,0.00049186,0.00103786,0,0.00019758,0,0.00089147,0.00016515,0.00020439,0,0.00039142,0.00029321,0,0.00057404,0.00030593,0.0004163,0.0004002,0.00029562,0,0,0,0.00017261,0,0.00032129,0.00422287,0.00092734,0,0.0011076,0.00241979,0,0.00079739,0.0015292,0.00104537,0.00184154,0,0.00124706,0.00044872,0.00127494,0,0,0,0,0,0,0.00032893,0.00063777,0.00023203,0.00107093,0,0.00824129,0.00138215,0.00195749,0.00109808,0,0,0,0,0.0018804,0,0.001569,0.00059322,0,0.00126251,0,0.00154046,0,0,0.00162185,0,0,0,0.00026988,0,0,0,0,0,4.77E-05,0,0.00170186,0,0,0,0,0,0.00243731,0.00062051,0.00066721,0,0.00109374,0.00025884,0,0.00023049,0.00023882,0,0.00136958,0,0.00092708,0,0,0.00063632,0.0001804,0,0,0,0,0,0,0.00062579,0.00040802,0,0,0,0,0,0,0,0,0,0,0,0,0.00080765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5075,0.01350642,0.02137187,0.00249211,0.00047671,0,0.00108031,0.00162282,0,0,0,0.00194473,0.00145317,0.0020568,0.00157178,0,0.00130284,0,0.00099978,0,0.00141379,0.00112252,0.0011883,0.00127753,0.00054037,0.00076325,0.00166606,0.00040664,0.00164817,0,0.00142952,0,0.00048453,0,0,0,0,0.00061621,0.00123815,0.00067644,0,0.00050222,0,0.0004981,0.00039591,0.00124514,0.00039943,0,0.00065447,0.00049178,0.00087148,0.00028455,0.0002903,0,0,0.00032963,0,0,0.00023622,0,0.00022823,0.00037012,0,0,0,0.00025917,0,9.18E-05,0,0.00085685,0,0.00111822,0,0,0.00029181,0.00086102,0,0.00169651,0.00061175,0,0,0.00060014,0,0.00057833,0,0,0,0,0,0.00023092,0.00010088,0,0,0.00075815,0,0,0,0,0,0,0,0,0,0,0,0.00073708,0,0,0.0006205,0,0,0,0,0,0.00035529,0,0,0.00177271,0,0,3.45E-05,4.02E-05,0.00363645,0,0,0,0,0,0.00076439,0,0,0,0,0,0,0,0,0,0,0,0,0.00060401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149491
Sample_5076,0,0.02405643,0,0.00077852,0,0.00306607,0,0.00108939,0,0,0.00291547,0.00264861,0.00288877,0.00243556,0.00074448,0.00222494,0.00128688,0.0013598,0.00041326,0,0.0011552,0.00232483,0.00134557,0.00081252,0,0,0.00037465,0.00144548,0.0028444,0.00222299,0,0.00068181,0,0,0.00034101,0,0,0.00177037,0.00053413,0,0,0.00086233,0.00039403,0.0004722,0.00075658,0.00094282,0,0.00022943,0.00063513,0.00042042,0.00058268,0.00029865,0,0.00034238,0.00034962,0,0.00184503,0.00024331,0.00044559,0.00025301,0.00027831,0.00029889,0,0,0.00020928,0,0.00012529,0,0.00070018,0,0.00147591,0.00272329,0,0.00047432,0.00091408,0.00068211,0.00089644,0,0.00167875,0.00119419,0.0007058,0,0,0.00050477,0,0,0,0.00034076,0.0007079,0.00051136,0,0.00131205,0.00564102,0.00155353,0.0009483,0,0.00053284,0,0,0,0.00262606,0,0.00195183,0,0,0.00077996,0,0.0012105,0,0,0.00398224,0,0,0.0005373,0,0,0,0,0,0,5.34E-05,0,0,0,0.00097251,0,0,0.00125242,0.00101742,0.00107674,0.00081975,0,0,0.00023189,0.00031314,0,0.00026807,0.00018043,0,0,0,0,0,0,0,0,0,0.00048372,0,0,0,0.0001197,0,0,0,0.00076418,0,0,0.00046762,0,0.00089875,0,0,0.00193251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5077,0.00114926,0.01808531,0,0.000333,0,0.00439027,0.00254639,0.00090704,0,0,0.00168281,0.00135447,0.00117544,0.00139544,0,0.00118323,0.00073494,0.00092548,0,0,0.00100646,0.00101681,0,0.00041576,0,0,0.00040005,0.00161177,0.0013368,0.00154568,0,0.00095249,0,0,0,0,0,0.00177047,0.00075564,0,0,0.00118686,0.00055445,0.00026169,0.00148462,0,0,0.00019422,0,0,0.00014093,0.00034281,0,0,0,0,0.00048037,0.00031285,0.00031901,0.00031122,0,0,0,0,0.0001315,0,0.00016971,0.00273213,0.00075515,0,0.00144588,0.00138988,0.00087195,0,0.00106434,0,0.00058712,0,0.00110768,0.00062603,0.00090529,0,0,0,0.00025925,0,0,0,0.02731657,0.00023482,0.00121892,0,0.00315887,0.00045416,0,0.00059012,0,0,0,0,0,0,0.00097621,0,0,0.00085214,0,0.00058834,0,0,0.00043261,0,0,0,0,0,0,0,0,0,3.71E-05,0,0,0,0,0,0.00078196,0,0.00087575,0,0.00056288,0,0,0,0.00024936,0,0,0.00011659,0,0.00107791,0.00053537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110582,0,0,0.0003341,0,0,0,0,0,0,0,0,0,0.00036383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5078,0.00092889,0.01568241,0.00038898,0,0,0.0021048,0.00055348,0.00145365,0,0,0.0015238,0.00140095,0.00151192,0.00165734,0,0.00266729,0,0,0,0,0.00108077,0.00122447,0,0.00062132,0,0,0.00034554,0,0.00205184,0.00153607,0.00112023,0.00074352,0,0,0.00100421,0,0.00078033,0,0,0,0,0.00087968,0,0.00035304,0.00083381,0.00068536,0,0,0,0,0.0002075,0.00031374,0,0,0,0,0.00077134,0.00026359,0.00027701,0.00021388,0,0.00033573,0,0,0.00016926,0,0.00017584,0,0,0,0.0016448,0.00181244,0,0,0.00203261,0,0.00231926,0,0,0.00063077,0.00174606,0,0.00080505,0,0,0,0,0,0.00767587,0.00011915,0.00235486,0,0.00998578,0.00116572,0,0.00086925,0.00046767,0,0,0,0.00189403,0,0.00123635,0.0006816,0.00073221,0,0,0.00122984,0,0,0.00059313,0,0,0,0,0,0,0,0,0,3.84E-05,0.00271864,0,0.00247312,0,0,0.00077144,0.00083857,0.00226889,0,0,0.00062358,0,0,0,0,0.0005018,0,0,0,0.00045558,0,0.00052578,0,0,0,0,0,0,0,0.00092279,0.00019131,0,0,0,0.00076416,0,0,0.00038693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142728,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5079,0.00127649,0.01152959,0.00036331,0.00334082,0.00052136,0.00321707,0.00147605,0.00258324,0,0,0.00235871,0.00192429,0.0020374,0.00227518,0.00061268,0.00112609,0,0.00123728,0,0.00187671,0,0.00156482,0.00248651,0.00076541,0,0.0005396,0.00066487,0.00273389,0,0.00119206,0.00187012,0.00045827,0,0,0,0.00054688,0,0,0.00057573,0.00112024,0,0,0,0.00031116,0.00061258,0,0,0.0001292,0,0,0.00014197,0,0,0.00021612,0.00025393,0.00037904,0.00145352,0.00032541,0,0,0.00028114,0.00068089,0,0,0.00014415,0,9.78E-05,0.00868528,0,0,0.0014698,0,0,0,0,0,0.00093502,0,0.00107422,0.00148187,0,0,0,0.00127069,0.00082928,0,0,0,0.00115247,0.00021836,0,0,0,0.00047594,0,0.0007406,0.00077674,0,0,0.00111806,0.00120042,0.00151907,0.0012053,0,0.00083714,0.00100376,0.00107241,0,0,0,0,0,0,0.00073343,0.00090388,0.00042226,0,0,0.00045242,0,5.99E-05,0,0.00120459,0,0,0,0,0.00173382,0.00084857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5080,0.03233019,0.02593188,0,0.0005384,0,0.0113356,0.00719458,0.00084439,0.00126241,0,0.00196777,0.00255445,0.00247109,0.0020315,0,0.00183715,0.00134226,0,0,0,0.00158743,0.00152492,0,0.00071636,0,0.00077464,0.00064746,0,0.0016136,0.00125397,0,0.00238017,0.00154031,0,0,0.00070443,0.00055176,0,0.00086745,0,0.0005891,0,0.00068376,0.00042216,0.00078588,0,0,0.00047022,0.00083051,0.00038667,0.00037465,0.0004092,0,0,0.00025629,0.00061686,0.00038615,0.00023568,0.00042608,0,0,0.00025227,0.00021986,0,0,0.00016423,0.00018879,0,0.00118871,0.00284914,0.00132143,0,0,0,0,0.00091383,0,0,0.00101629,0.00131651,0.0007089,0.00076624,0,0,0,0,0,0,0.0002887,0.00013611,0,0,0.00200339,0,0,0.00087302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041805,0,0,0,0,0,0,0.00032902,0,6.38E-05,0,0.00294698,0,0,0,0.00120828,0,0,0,0,0,0.00049558,0,0.00026852,0.00086859,0,0,0.00012217,0,0,0,0,0,0.00078088,0,0,0,0,0,0,0.00043676,0.00017447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5081,0.0180976,0.02408067,0.00047327,0,0,0.00394117,0.00117541,0.00095408,0,0,0.00259022,0.00211643,0.0025581,0.00237322,0,0.00236819,0.00116333,0,0.00026748,0,0.0014637,0.00113816,0.0016608,0.00060012,0,0,0,0.00163865,0.00298582,0.00141207,0,0.00083092,0,0,0,0,0.00050417,0,0.00051629,0,0,0,0.00062174,0.00051749,0.0007142,0,0,0.00015384,0,0.00035519,0.00036933,0.00023866,0,0,0,0,0,0.000243,0,0,0,0.00034974,0,0,0.00017833,0,0.00011874,0.0046597,0.0006695,0,0.00212735,0.00125638,0.00073885,0,0.00147892,0,0.0016511,0,0.0009042,0.00148632,0.00091622,0,0,0,0,0,0,0,0.00067413,0.00013672,0.00251055,0,0.00223311,0,0,0,0.00071295,0,0,0,0,0,0.00106961,0,0,0,0,0,0,0,0.00226739,0,0,0.00040888,0,0,0,0,0,0,3.95E-05,0.00303913,0.00146104,0,0,0.00113573,0,0,0,0,0,0.00066016,0,0,0,0.00027317,0,0.0001923,0,0.0022497,0.00079335,0.00079205,0,0,0.00023008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5082,0.00198604,0.02397753,0,0,0,0.01053641,0.00163747,0.00122139,0,0,0.00255347,0.00182486,0.00215617,0.00220863,0,0.00216396,0.00085869,0,0,0,0.00182956,0.00113337,0,0.00069196,0,0.00046605,0,0.00192737,0.00155151,0.00129448,0,0,0.00121538,0,0.00070147,0.00051627,0,0,0.00096148,0,0,0.00174721,0.00105993,0.00043038,0.00066764,0,0,0,0,0.00068395,0.00032677,0.00033896,0,0.000356,0,0,0,0.00041094,0.00037295,0,0,0.000305,0.00019487,0,0.00020857,0,0.00011984,0,0.0019023,0.00213519,0.00128088,0,0.00092627,0,0,0.00067101,0.00277107,0,0,0.00107869,0.0008646,0,0.00168647,0,0.00046499,0.00033558,0,0.00067889,0.00036733,0.00020453,0,0,0.00240875,0,0,0,0.00056329,0,0,0,0,0,0,0,0,0,0,0.0005712,0,0,0.00058611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027795,0.00021711,0.00015676,0,0.00262758,0.00085237,0,0,0,0,0,0,0,0.00049958,0,0,0,0,0,0,0,0,0,0.00045661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
